SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION,LATITUDE,LONGITUDE,GEOCODER
4173407,"MONDAY, JUNE 22, 2015",1102 SYLVAN ST ,5,6,Resolved,Complaint,Tall Grass,No,"1102 SYLVAN ST
St Paul, MN
(44.97444, -93.101479)",44.97444,-93.101479,extracted
4173408,"MONDAY, JUNE 22, 2015",739 SIMS AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"739 SIMS AVE
St Paul, MN
(44.969372, -93.069192)",44.969372,-93.069192,extracted
4173409,"MONDAY, JUNE 22, 2015",1500 MACKUBIN ST ,5,6,Resolved,FYI - No Response Required,Graffiti,No,"1500 MACKUBIN ST
St Paul, MN
(44.986234, -93.121079)",44.986234,-93.121079,extracted
4173415,"MONDAY, JUNE 22, 2015",1087 MARYLAND AVE E,6,5,Resolved,Complaint,Dumping,No,"1087 MARYLAND AVE E
St Paul, MN
(44.977543, -93.054555)",44.977543,-93.054555,extracted
4173417,"MONDAY, JUNE 22, 2015",1374 PALACE AVE ,3,14,Under Review,Complaint,Exterior,No,"1374 PALACE AVE
St Paul, MN
(44.928766, -93.158302)",44.928766,-93.158302,extracted
4173420,"MONDAY, JUNE 22, 2015",520 FAIRVIEW AVE S,3,15,Resolved,Complaint,Tree,No,"520 FAIRVIEW AVE S
St Paul, MN
(44.925852, -93.177199)",44.925852,-93.177199,extracted
4173423,"MONDAY, JUNE 22, 2015",586 NEVADA AVE E,6,5,Resolved,Complaint,Sewer,No,"586 NEVADA AVE E
St Paul, MN
(44.985571, -93.075855)",44.985571,-93.075855,extracted
4173424,"MONDAY, JUNE 22, 2015",SE corner of N Park Dr & Hazel St N,,,Resolved,Complaint,Dumping,No,"SE corner of N Park Dr &amp; Hazel St N
St Paul, MN
",1,0,0
4173429,"MONDAY, JUNE 22, 2015",Lexington,,,Resolved,Complaint,Pothole,No,"Lexington
St Paul, MN
",0,0,0
4173431,"MONDAY, JUNE 22, 2015",705 JENKS AVE ,6,5,Resolved,Complaint,Dumping,No,"705 JENKS AVE
St Paul, MN
(44.971171, -93.070665)",44.971171,-93.070665,extracted
4173433,"MONDAY, JUNE 22, 2015",1131 GOODRICH AVE ,2,16,Under Review,Complaint,Certificate of Occupancy,No,"1131 GOODRICH AVE
St Paul, MN
(44.937838, -93.147937)",44.937838,-93.147937,extracted
4173435,"MONDAY, JUNE 22, 2015",1131 GOODRICH AVE ,2,16,Open,Complaint,Crime,No,"1131 GOODRICH AVE
St Paul, MN
(44.937838, -93.147937)",44.937838,-93.147937,extracted
4173438,"MONDAY, JUNE 22, 2015",Shepherd Road and Eagle Parkway,,,Resolved,Complaint,Park/Playground,No,"Shepherd Road and Eagle Parkway
St Paul, MN
",0,0,0
4173439,"MONDAY, JUNE 22, 2015",1650 MARION ST ,5,6,Under Review,Complaint,Certificate of Occupancy,No,"1650 MARION ST
St Paul, MN
(44.990876, -93.109658)",44.990876,-93.109658,extracted
4173445,"MONDAY, JUNE 22, 2015",1672 JUNO AVE ,3,15,Under Review,Complaint,Tree,No,"1672 JUNO AVE
St Paul, MN
(44.92609, -93.171082)",44.92609,-93.171082,extracted
4173448,"MONDAY, JUNE 22, 2015",1600 PINEHURST AVE ,3,15,Resolved,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"1600 PINEHURST AVE
St Paul, MN
(44.918833, -93.168059)",44.918833,-93.168059,extracted
4173449,"MONDAY, JUNE 22, 2015",1616 PINEHURST AVE ,3,15,Resolved,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"1616 PINEHURST AVE
St Paul, MN
(44.918836, -93.16865)",44.918836,-93.16865,extracted
4173450,"MONDAY, JUNE 22, 2015",669 WINSLOW AVE ,2,3,Under Review,Complaint,Certificate of Occupancy,No,"669 WINSLOW AVE
St Paul, MN
(44.925734, -93.089527)",44.925734,-93.089527,extracted
4173452,"MONDAY, JUNE 22, 2015",1626 PINEHURST AVE ,3,15,Resolved,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"1626 PINEHURST AVE
St Paul, MN
(44.918839, -93.169128)",44.918839,-93.169128,extracted
4173456,"MONDAY, JUNE 22, 2015",Edmund & Chatsworth,,,Resolved,FYI - No Response Required,Tree,No,"Edmund &amp; Chatsworth
St Paul, MN
",1,0,0
4173461,"MONDAY, JUNE 22, 2015",1187 EDGERTON ST ,5,5,In Compliance,Complaint,Burning,No,"1187 EDGERTON ST
St Paul, MN
(44.97706, -93.076073)",44.97706,-93.076073,extracted
4173463,"MONDAY, JUNE 22, 2015",431 WHEELER ST N,4,13,Resolved,Complaint,Street Maintenance,No,"431 WHEELER ST N
St Paul, MN
(44.954345, -93.17463)",44.954345,-93.17463,extracted
4173466,"MONDAY, JUNE 22, 2015",1165 7TH ST W,2,9,Resolved,Complaint,Garbage Rubbish,No,"1165 7TH ST W
St Paul, MN
(44.924246, -93.131841)",44.924246,-93.131841,extracted
4173467,"MONDAY, JUNE 22, 2015",Juno,,,Open,Complaint,Crime,No,"Juno
St Paul, MN
",0,0,0
4173473,"MONDAY, JUNE 22, 2015",Crowne Plaza Cab Stand,,,Open,Complaint,License,No,"Crowne Plaza Cab Stand
St Paul, MN
",0,0,0
4173474,"MONDAY, JUNE 22, 2015",Daly and Jefferson,,,Resolved,Complaint,Traffic Design,No,"Daly and Jefferson
St Paul, MN
",1,0,0
4173479,"MONDAY, JUNE 22, 2015",644 ROBERT ST S,2,3,Resolved,FYI - No Response Required,Miscellaneous,No,"644 ROBERT ST S
St Paul, MN
(44.926724, -93.080714)",44.926724,-93.080714,extracted
4173481,"MONDAY, JUNE 22, 2015",1025 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"1025 YORK AVE
St Paul, MN
(44.968539, -93.057494)",44.968539,-93.057494,extracted
4173482,"MONDAY, JUNE 22, 2015",1091 MAGNOLIA AVE E,6,5,Under Review,Complaint,Certificate of Occupancy,No,"1091 MAGNOLIA AVE E
St Paul, MN
(44.97392, -93.054414)",44.97392,-93.054414,extracted
4173484,"MONDAY, JUNE 22, 2015",1015 YORK AVE ,6,5,Resolved,Complaint,Tall Grass,No,"1015 YORK AVE
St Paul, MN
(44.968545, -93.058009)",44.968545,-93.058009,extracted
4173485,"MONDAY, JUNE 22, 2015",889 DAYTON AVE ,1,8,Resolved,Complaint,Vehicle/Abandoned,No,"889 DAYTON AVE
St Paul, MN
(44.947436, -93.137642)",44.947436,-93.137642,extracted
4173486,"MONDAY, JUNE 22, 2015",1185 BURR ST ,5,5,Resolved,Complaint,Tree,No,"1185 BURR ST
St Paul, MN
(44.976974, -93.079861)",44.976974,-93.079861,extracted
4173489,"MONDAY, JUNE 22, 2015",1510 LAUREL AVE ,1,13,Under Review,Complaint,Overhanging Vegetation (Sidewalk/Alley),No,"1510 LAUREL AVE
St Paul, MN
(44.94499, -93.163907)",44.94499,-93.163907,extracted
4173491,"MONDAY, JUNE 22, 2015",340 DALY ST ,2,9,Resolved,Complaint,Vehicle/Abandoned,No,"340 DALY ST
St Paul, MN
(44.931057, -93.126987)",44.931057,-93.126987,extracted
4173495,"MONDAY, JUNE 22, 2015",340 DALY ST ,2,9,Resolved,FYI - No Response Required,Parking,No,"340 DALY ST
St Paul, MN
(44.931057, -93.126987)",44.931057,-93.126987,extracted
4173496,"MONDAY, JUNE 22, 2015",Corner of Stevens and Livingston,,,Resolved,Complaint,Sewer,No,"Corner of Stevens and Livingston
St Paul, MN
",0,0,0
4173497,"MONDAY, JUNE 22, 2015",773 MARYLAND AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"773 MARYLAND AVE E
St Paul, MN
(44.977514, -93.067947)",44.977514,-93.067947,extracted
4173498,"MONDAY, JUNE 22, 2015",Pacific between Bates & Maria,,,Resolved,Complaint,Dumping,No,"Pacific between Bates &amp; Maria
St Paul, MN
",0,0,0
4173501,"MONDAY, JUNE 22, 2015",650 CLEAR AVE ,6,5,Resolved,FYI - No Response Required,Parking,No,"650 CLEAR AVE
St Paul, MN
(44.981911, -93.072915)",44.981911,-93.072915,extracted
4173502,"MONDAY, JUNE 22, 2015",80 GROTTO ST S,2,16,In Compliance,Complaint,Tall Grass,No,"80 GROTTO ST S
St Paul, MN
(44.939125, -93.131322)",44.939125,-93.131322,extracted
4173522,"MONDAY, JUNE 22, 2015",879 FREMONT AVE ,7,4,Resolved,Complaint,Exterior,No,"879 FREMONT AVE
St Paul, MN
(44.957623, -93.063309)",44.957623,-93.063309,extracted
4173523,"MONDAY, JUNE 22, 2015",1060 3RD ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1060 3RD ST E
St Paul, MN
(44.956745, -93.055468)",44.956745,-93.055468,extracted
4173525,"MONDAY, JUNE 22, 2015",1049 EUCLID ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"1049 EUCLID ST
St Paul, MN
(44.95497, -93.055283)",44.95497,-93.055283,extracted
4173533,"MONDAY, JUNE 22, 2015",2210 BUSH AVE ,7,2,Open,Complaint,Animals,No,"2210 BUSH AVE
St Paul, MN
(44.964851, -93.007518)",44.964851,-93.007518,extracted
4173536,"MONDAY, JUNE 22, 2015",1909 JEFFERSON AVE ,3,14,Resolved,Complaint,Tall Grass,No,"1909 JEFFERSON AVE
St Paul, MN
(44.93068, -93.180982)",44.93068,-93.180982,extracted
4173546,"MONDAY, JUNE 22, 2015",1174 WOODBRIDGE ST ,5,6,In Compliance,Complaint,Exterior,No,"1174 WOODBRIDGE ST
St Paul, MN
(44.976612, -93.108488)",44.976612,-93.108488,extracted
4173548,"MONDAY, JUNE 22, 2015",721 4TH ST E,7,4,Resolved,Complaint,Shut Off,No,"721 4TH ST E
St Paul, MN
(44.956633, -93.068828)",44.956633,-93.068828,extracted
4173552,"MONDAY, JUNE 22, 2015",1093 ARCADE ST ,6,5,In Compliance,Complaint,Shut Off,No,"1093 ARCADE ST
St Paul, MN
(44.974281, -93.065953)",44.974281,-93.065953,extracted
4173559,"MONDAY, JUNE 22, 2015",833 RANDOLPH AVE ,2,9,Under Review,Complaint,Certificate of Occupancy,No,"833 RANDOLPH AVE
St Paul, MN
(44.926878, -93.135066)",44.926878,-93.135066,extracted
4173563,"MONDAY, JUNE 22, 2015",853 GALTIER ST ,1,6,In Compliance,Complaint,Exterior,No,"853 GALTIER ST
St Paul, MN
(44.966957, -93.111035)",44.966957,-93.111035,extracted
4173565,"MONDAY, JUNE 22, 2015",33 ACKER ST E,1,6,Resolved,Complaint,Certificate of Occupancy,No,"33 ACKER ST E
St Paul, MN
(44.964001, -93.098864)",44.964001,-93.098864,extracted
4173568,"MONDAY, JUNE 22, 2015",766 BUSH AVE ,6,4,Transfer to VB,Complaint,Tall Grass,No,"766 BUSH AVE
St Paul, MN
(44.964836, -93.068304)",44.964836,-93.068304,extracted
4173569,"MONDAY, JUNE 22, 2015",I-35E south of Roselawn,,,Under Review,Complaint,Construction,No,"I-35E south of Roselawn
St Paul, MN
",1,0,0
4173572,"MONDAY, JUNE 22, 2015",2070 MANITOU AVE ,7,2,Transfer to VB,Complaint,Tall Grass,No,"2070 MANITOU AVE
St Paul, MN
(44.968383, -93.01411)",44.968383,-93.01411,extracted
4173573,"MONDAY, JUNE 22, 2015",Fairview & St. Clair. southwest corner. ,,,Resolved,FYI - No Response Required,Graffiti,No,"Fairview &amp; St. Clair. southwest corner.
St Paul, MN
",0,0,0
4173575,"MONDAY, JUNE 22, 2015",870 GALTIER ST ,1,6,In Compliance,Complaint,Exterior,No,"870 GALTIER ST
St Paul, MN
(44.96738, -93.111032)",44.96738,-93.111032,extracted
4173577,"MONDAY, JUNE 22, 2015",1176 ROSS AVE ,6,4,Resolved,Complaint,Tall Grass,No,"1176 ROSS AVE
St Paul, MN
(44.965799, -93.050936)",44.965799,-93.050936,extracted
4173579,"MONDAY, JUNE 22, 2015",985 5TH ST E,7,4,Resolved,Complaint,Tall Grass,No,"985 5TH ST E
St Paul, MN
(44.959464, -93.058922)",44.959464,-93.058922,extracted
4173582,"MONDAY, JUNE 22, 2015",650 OAKDALE AVE ,2,3,Transfer to VB,Complaint,Tall Grass,No,"650 OAKDALE AVE
St Paul, MN
(44.926808, -93.078338)",44.926808,-93.078338,extracted
4173585,"MONDAY, JUNE 22, 2015",823 CHARLES AVE ,1,7,Resolved,Complaint,Dumping,No,"823 CHARLES AVE
St Paul, MN
(44.957515, -93.134925)",44.957515,-93.134925,extracted
4173586,"MONDAY, JUNE 22, 2015",878 CENTRAL AVE W,1,8,Resolved,Complaint,Tall Grass,No,"878 CENTRAL AVE W
St Paul, MN
(44.953035, -93.137276)",44.953035,-93.137276,extracted
4173591,"MONDAY, JUNE 22, 2015",962 CENTRAL AVE W,1,8,Resolved,Complaint,Tall Grass,No,"962 CENTRAL AVE W
St Paul, MN
(44.953026, -93.140737)",44.953026,-93.140737,extracted
4173594,"MONDAY, JUNE 22, 2015",1337 WINCHELL ST ,6,2,Transfer to VB,Complaint,Tall Grass,No,"1337 WINCHELL ST
St Paul, MN
(44.981771, -93.039317)",44.981771,-93.039317,extracted
4173598,"MONDAY, JUNE 22, 2015",567 FOREST ST ,7,4,Resolved,Complaint,Garbage Rubbish,No,"567 FOREST ST
St Paul, MN
(44.958532, -93.060967)",44.958532,-93.060967,extracted
4173605,"MONDAY, JUNE 22, 2015",978 FREMONT AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"978 FREMONT AVE
St Paul, MN
(44.957663, -93.059265)",44.957663,-93.059265,extracted
4173609,"MONDAY, JUNE 22, 2015",1094 ALBEMARLE ST ,5,6,In Compliance,Complaint,Exterior,No,"1094 ALBEMARLE ST
St Paul, MN
(44.974112, -93.107187)",44.974112,-93.107187,extracted
4173610,"MONDAY, JUNE 22, 2015",1917 4TH ST E,7,1,Transfer to VB,Complaint,Tall Grass,No,"1917 4TH ST E
St Paul, MN
(44.958575, -93.019276)",44.958575,-93.019276,extracted
4173611,"MONDAY, JUNE 22, 2015",120 HYACINTH AVE W,5,6,Resolved,Complaint,Exterior,No,"120 HYACINTH AVE W
St Paul, MN
(44.98009, -93.10492)",44.98009,-93.10492,extracted
4173613,"MONDAY, JUNE 22, 2015",276 FORBES AVE ,2,9,Transferred - Closed,Complaint,Graffiti,No,"276 FORBES AVE
St Paul, MN
(44.940436, -93.111725)",44.940436,-93.111725,extracted
4173616,"MONDAY, JUNE 22, 2015",564 HAZEL ST N,7,1,Resolved,Complaint,Garbage Rubbish,No,"564 HAZEL ST N
St Paul, MN
(44.958282, -93.020262)",44.958282,-93.020262,extracted
4173617,"MONDAY, JUNE 22, 2015",1256 HOYT AVE W,4,10,Resolved,Complaint,Garbage Rubbish,No,"1256 HOYT AVE W
St Paul, MN
(44.98827, -93.15299)",44.98827,-93.15299,extracted
4173618,"MONDAY, JUNE 22, 2015",640 IOWA AVE W,5,10,Resolved,Complaint,Tall Grass,No,"640 IOWA AVE W
St Paul, MN
(44.989106, -93.127359)",44.989106,-93.127359,extracted
4173619,"MONDAY, JUNE 22, 2015",1141 DALE ST N,5,10,Resolved,Complaint,Tall Grass,No,"1141 DALE ST N
St Paul, MN
(44.97535, -93.126345)",44.97535,-93.126345,extracted
4173620,"MONDAY, JUNE 22, 2015",1250 DALE ST N,5,6,Resolved,Complaint,Tall Grass,No,"1250 DALE ST N
St Paul, MN
(44.978785, -93.126322)",44.978785,-93.126322,extracted
4173621,"MONDAY, JUNE 22, 2015",923 CENTRAL AVE W,1,8,Resolved,Complaint,Garbage Rubbish,No,"923 CENTRAL AVE W
St Paul, MN
(44.953027, -93.139196)",44.953027,-93.139196,extracted
4173623,"MONDAY, JUNE 22, 2015",1019 SHERBURNE AVE ,1,7,In Compliance,Complaint,Exterior,No,"1019 SHERBURNE AVE
St Paul, MN
(44.956645, -93.143189)",44.956645,-93.143189,extracted
4173628,"MONDAY, JUNE 22, 2015",958 FULLER AVE ,1,8,Resolved,Complaint,Garbage Rubbish,No,"958 FULLER AVE
St Paul, MN
(44.953927, -93.140582)",44.953927,-93.140582,extracted
4173633,"MONDAY, JUNE 22, 2015",554 EDMUND AVE ,1,7,Resolved,Complaint,Garbage Rubbish,No,"554 EDMUND AVE
St Paul, MN
(44.958451, -93.123431)",44.958451,-93.123431,extracted
4173636,"MONDAY, JUNE 22, 2015",1055 MATILDA ST ,5,6,In Compliance,Complaint,Exterior,No,"1055 MATILDA ST
St Paul, MN
(44.97309, -93.112261)",44.97309,-93.112261,extracted
4173638,"MONDAY, JUNE 22, 2015",559 CHARLES AVE ,1,7,Resolved,Complaint,Garbage Rubbish,No,"559 CHARLES AVE
St Paul, MN
(44.957542, -93.12357)",44.957542,-93.12357,extracted
4173639,"MONDAY, JUNE 22, 2015",1089 SUBURBAN AVE ,7,4,Transfer to VB,Complaint,Tall Grass,No,"1089 SUBURBAN AVE
St Paul, MN
(44.949631, -93.054454)",44.949631,-93.054454,extracted
4173640,"MONDAY, JUNE 22, 2015",875 THOMAS AVE ,1,7,In Compliance,Complaint,Exterior,No,"875 THOMAS AVE
St Paul, MN
(44.959328, -93.137189)",44.959328,-93.137189,extracted
4173643,"MONDAY, JUNE 22, 2015",1426 MAYRE ST ,5,6,In Compliance,Complaint,Exterior,No,"1426 MAYRE ST
St Paul, MN
(44.984103, -93.102935)",44.984103,-93.102935,extracted
4173646,"MONDAY, JUNE 22, 2015",Hampden / Vandalia Street & Carleton Street,,,Under Review,Complaint,Ordinance Enforcement,No,"Hampden / Vandalia Street &amp; Carleton Street
St Paul, MN
",0,0,0
4173648,"MONDAY, JUNE 22, 2015",Hampden / Vandalia Street & Carleton Street,,,Resolved,FYI - No Response Required,Parking,No,"Hampden / Vandalia Street &amp; Carleton Street
St Paul, MN
",1,0,0
4173653,"MONDAY, JUNE 22, 2015",936 MARSHALL AVE ,1,8,Transfer to VB,Complaint,Tall Grass,No,"936 MARSHALL AVE
St Paul, MN
(44.94854, -93.13974)",44.94854,-93.13974,extracted
4173663,"MONDAY, JUNE 22, 2015",1295 KENT ST ,5,6,Transfer to VB,Complaint,Tall Grass,No,"1295 KENT ST
St Paul, MN
(44.980203, -93.123727)",44.980203,-93.123727,extracted
4173670,"MONDAY, JUNE 22, 2015",929 6TH ST E,7,4,Under Review,Complaint,Certificate of Occupancy,No,"929 6TH ST E
St Paul, MN
(44.960345, -93.061423)",44.960345,-93.061423,extracted
4173677,"MONDAY, JUNE 22, 2015",710 EDMUND AVE ,1,7,In Compliance,Complaint,Vehicle/Abandoned,No,"710 EDMUND AVE
St Paul, MN
(44.958423, -93.130179)",44.958423,-93.130179,extracted
4173678,"MONDAY, JUNE 22, 2015",959 FULLER AVE ,1,8,In Compliance,Complaint,Tall Grass,No,"959 FULLER AVE
St Paul, MN
(44.953927, -93.140586)",44.953927,-93.140586,extracted
4173679,"MONDAY, JUNE 22, 2015",671 SHERBURNE AVE ,1,7,In Compliance,Complaint,Exterior,No,"671 SHERBURNE AVE
St Paul, MN
(44.956621, -93.12839)",44.956621,-93.12839,extracted
4173683,"MONDAY, JUNE 22, 2015",866 OAKDALE AVE ,2,3,In Compliance,Complaint,Exterior,No,"866 OAKDALE AVE
St Paul, MN
(44.919961, -93.076495)",44.919961,-93.076495,extracted
4173684,"MONDAY, JUNE 22, 2015",656 CHARLES AVE ,1,7,In Compliance,Complaint,Vehicle/Abandoned,No,"656 CHARLES AVE
St Paul, MN
(44.957526, -93.127782)",44.957526,-93.127782,extracted
4173687,"MONDAY, JUNE 22, 2015",942 FULLER AVE ,1,8,In Compliance,Complaint,Tall Grass,No,"942 FULLER AVE
St Paul, MN
(44.953924, -93.13996)",44.953924,-93.13996,extracted
4173691,"MONDAY, JUNE 22, 2015",687 CHARLES AVE ,1,7,In Compliance,Complaint,Exterior,No,"687 CHARLES AVE
St Paul, MN
(44.957521, -93.129245)",44.957521,-93.129245,extracted
4173692,"MONDAY, JUNE 22, 2015",1541 HAMLINE AVE N,4,10,Resolved,Complaint,Shut Off,No,"1541 HAMLINE AVE N
St Paul, MN
(44.987606, -93.156639)",44.987606,-93.156639,extracted
4173702,"MONDAY, JUNE 22, 2015",350 CLEVELAND AVE N,4,13,In Compliance,Complaint,Noise,No,"350 CLEVELAND AVE N
St Paul, MN
(44.951714, -93.18735)",44.951714,-93.18735,extracted
4173280,"MONDAY, JUNE 22, 2015",2158 ST ANTHONY AVE ,4,13,Under Review,Complaint,Dumping,No,"2158 ST ANTHONY AVE
St Paul, MN
(44.954928, -93.19136)",44.954928,-93.19136,extracted
4173282,"MONDAY, JUNE 22, 2015",512 SNELLING AVE N,4,11,Under Review,Complaint,Certificate of Occupancy,No,"512 SNELLING AVE N
St Paul, MN
(44.956745, -93.166919)",44.956745,-93.166919,extracted
4173284,"MONDAY, JUNE 22, 2015",584 GOTZIAN ST ,7,4,In Compliance,Complaint,Exterior,No,"584 GOTZIAN ST
St Paul, MN
(44.958955, -93.050119)",44.958955,-93.050119,extracted
4173285,"MONDAY, JUNE 22, 2015",Edgerton & Nevada,,,Resolved,Complaint,Sewer,No,"Edgerton &amp; Nevada
St Paul, MN
",0,0,0
4173286,"MONDAY, JUNE 22, 2015",Ottawa & George,,,Resolved,Complaint,Graffiti,No,"Ottawa &amp; George
St Paul, MN
",0,0,0
4173287,"MONDAY, JUNE 22, 2015",826 EDMUND AVE ,1,7,In Compliance,Complaint,Dumping,No,"826 EDMUND AVE
St Paul, MN
(44.958424, -93.135074)",44.958424,-93.135074,extracted
4173303,"MONDAY, JUNE 22, 2015",1575 CHRISTIE PLACE ,6,2,Open,Complaint,Noise,No,"1575 CHRISTIE PLACE
St Paul, MN
(44.990782, -93.033703)",44.990782,-93.033703,extracted
4173306,"MONDAY, JUNE 22, 2015",1575 CHRISTIE PLACE ,6,2,Open,Complaint,Noise,No,"1575 CHRISTIE PLACE
St Paul, MN
(44.990782, -93.033703)",44.990782,-93.033703,extracted
4173314,"MONDAY, JUNE 22, 2015",7th St,,,Open,Complaint,License,No,"7th St
St Paul, MN
",0,0,0
4173377,"MONDAY, JUNE 22, 2015",1761 COTTAGE AVE E,6,2,In Compliance,Complaint,Tall Grass,No,"1761 COTTAGE AVE E
St Paul, MN
(44.982926, -93.02606)",44.982926,-93.02606,extracted
4173379,"MONDAY, JUNE 22, 2015",1749 COTTAGE AVE E,6,2,In Compliance,Complaint,Tall Grass,No,"1749 COTTAGE AVE E
St Paul, MN
(44.982927, -93.026443)",44.982927,-93.026443,extracted
4173387,"MONDAY, JUNE 22, 2015",979 AVON ST N,5,10,In Compliance,Complaint,Exterior,No,"979 AVON ST N
St Paul, MN
(44.970706, -93.133413)",44.970706,-93.133413,extracted
4173421,"MONDAY, JUNE 22, 2015",150 ACKER ST E,5,6,Resolved,Complaint,Certificate of Occupancy,No,"150 ACKER ST E
St Paul, MN
(44.964176, -93.094133)",44.964176,-93.094133,extracted
4173459,"MONDAY, JUNE 22, 2015",1113 MARION ST ,5,6,Resolved,Complaint,Interior,No,"1113 MARION ST
St Paul, MN
(44.974775, -93.109758)",44.974775,-93.109758,extracted
4173493,"MONDAY, JUNE 22, 2015",1523 CARROLL AVE ,1,13,Resolved,Complaint,Tall Grass,No,"1523 CARROLL AVE
St Paul, MN
(44.95022, -93.164396)",44.95022,-93.164396,extracted
4173494,"MONDAY, JUNE 22, 2015",1471 CARROLL AVE ,1,13,Resolved,Complaint,Tall Grass,No,"1471 CARROLL AVE
St Paul, MN
(44.950249, -93.162469)",44.950249,-93.162469,extracted
4173530,"MONDAY, JUNE 22, 2015",740 VICTORIA ST S,2,9,Resolved,Complaint,Exterior,No,"740 VICTORIA ST S
St Paul, MN
(44.918917, -93.135297)",44.918917,-93.135297,extracted
4173538,"MONDAY, JUNE 22, 2015",1265 RICE ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1265 RICE ST
St Paul, MN
(44.979512, -93.105905)",44.979512,-93.105905,extracted
4173612,"MONDAY, JUNE 22, 2015",English & Pacific,,,Resolved,Complaint,Garbage Rubbish,No,"English &amp; Pacific
St Paul, MN
",0,0,0
4173743,"TUESDAY, JUNE 23, 2015",1404 BARCLAY ST ,6,2,Open,Complaint,Tall Grass,No,"1404 BARCLAY ST
St Paul, MN
(44.983834, -93.038019)",44.983834,-93.038019,extracted
4173744,"TUESDAY, JUNE 23, 2015",595 VICTORIA ST N,1,7,In Compliance,Complaint,Exterior,No,"595 VICTORIA ST N
St Paul, MN
(44.959084, -93.136497)",44.959084,-93.136497,extracted
4173747,"TUESDAY, JUNE 23, 2015",872 THOMAS AVE ,1,7,In Compliance,Complaint,Exterior,No,"872 THOMAS AVE
St Paul, MN
(44.959328, -93.137049)",44.959328,-93.137049,extracted
4173750,"TUESDAY, JUNE 23, 2015",868 THOMAS AVE ,1,7,In Compliance,Complaint,Exterior,No,"868 THOMAS AVE
St Paul, MN
(44.959329, -93.136898)",44.959329,-93.136898,extracted
4173753,"TUESDAY, JUNE 23, 2015",922 THOMAS AVE ,1,7,Resolved,Complaint,Dumping,No,"922 THOMAS AVE
St Paul, MN
(44.959327, -93.139199)",44.959327,-93.139199,extracted
4173754,"TUESDAY, JUNE 23, 2015",459 FRY ST ,4,13,Under Review,Complaint,Vacant Building Monitoring,No,"459 FRY ST
St Paul, MN
(44.955011, -93.169569)",44.955011,-93.169569,extracted
4173757,"TUESDAY, JUNE 23, 2015",795 EDMUND AVE ,1,7,In Compliance,Complaint,Exterior,No,"795 EDMUND AVE
St Paul, MN
(44.958419, -93.133704)",44.958419,-93.133704,extracted
4173759,"TUESDAY, JUNE 23, 2015",990 VIRGINIA ST ,5,6,Under Review,Complaint,Exterior,Yes,"990 VIRGINIA ST
St Paul, MN
(44.971199, -93.11483)",44.971199,-93.11483,extracted
4173763,"TUESDAY, JUNE 23, 2015",651 BLAIR AVE ,1,7,Resolved,Complaint,Exterior,No,"651 BLAIR AVE
St Paul, MN
(44.961154, -93.127657)",44.961154,-93.127657,extracted
4173767,"TUESDAY, JUNE 23, 2015",459 FRY ST ,4,13,Transfer to VB,Complaint,Tall Grass,No,"459 FRY ST
St Paul, MN
(44.955011, -93.169569)",44.955011,-93.169569,extracted
4173780,"TUESDAY, JUNE 23, 2015",746 MONTANA AVE E,6,5,Resolved,Complaint,Exterior,No,"746 MONTANA AVE E
St Paul, MN
(44.987432, -93.069051)",44.987432,-93.069051,extracted
4173790,"TUESDAY, JUNE 23, 2015",1931 DOROTHEA AVE ,3,15,In Compliance,Complaint,Tall Grass,No,"1931 DOROTHEA AVE
St Paul, MN
(44.905685, -93.181655)",44.905685,-93.181655,extracted
4173793,"TUESDAY, JUNE 23, 2015",1443 HAZELWOOD ST ,6,2,In Compliance,Complaint,Tall Grass,No,"1443 HAZELWOOD ST
St Paul, MN
(44.984958, -93.035454)",44.984958,-93.035454,extracted
4173794,"TUESDAY, JUNE 23, 2015",1931 DOROTHEA AVE ,3,15,Under Review,Complaint,Exterior,No,"1931 DOROTHEA AVE
St Paul, MN
(44.905685, -93.181655)",44.905685,-93.181655,extracted
4173799,"TUESDAY, JUNE 23, 2015",1400 ST CLAIR AVE ,3,14,Resolved,Complaint,Vehicle/Abandoned,No,"1400 ST CLAIR AVE
St Paul, MN
(44.934214, -93.159577)",44.934214,-93.159577,extracted
4173800,"TUESDAY, JUNE 23, 2015",Case/Van Dyke,,,Resolved,Complaint,Right of Way Signs,No,"Case/Van Dyke
St Paul, MN
",0,0,0
4173831,"TUESDAY, JUNE 23, 2015",1640 RANDOLPH AVE ,3,15,Resolved,Complaint,Garbage Rubbish,No,"1640 RANDOLPH AVE
St Paul, MN
(44.926997, -93.169907)",44.926997,-93.169907,extracted
