SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION
4052593,"WEDNESDAY, FEBRUARY 18, 2015",161 GEORGE ST W,2,3,In Compliance,Complaint,Certificate of Occupancy,No,"161 GEORGE ST W
St Paul, MN
(44.929598, -93.092275)"
4052603,"WEDNESDAY, FEBRUARY 18, 2015",2090 CONWAY ST ,7,1,Resolved,Complaint,Park/Playground,No,"2090 CONWAY ST
St Paul, MN
(44.955863, -93.011484)"
4052616,"WEDNESDAY, FEBRUARY 18, 2015",1505 UNIVERSITY AVE W,4,11,Transferred - Closed,Complaint,Graffiti,No,"1505 UNIVERSITY AVE W
St Paul, MN
(44.955747, -93.164288)"
4052711,"THURSDAY, FEBRUARY 19, 2015",1349 EDGERTON ST ,5,5,Transfer to VB,Complaint,Snow Walk,No,"1349 EDGERTON ST
St Paul, MN
(44.981906, -93.076109)"
4052712,"THURSDAY, FEBRUARY 19, 2015",1034 BRADLEY ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"1034 BRADLEY ST
St Paul, MN
(44.972462, -93.078599)"
4052715,"THURSDAY, FEBRUARY 19, 2015",1625 UPPER AFTON ROAD ,7,1,Under Review,Complaint,Interior,No,"1625 UPPER AFTON ROAD
St Paul, MN
(44.946543, -93.032615)"
4052717,"THURSDAY, FEBRUARY 19, 2015",1745 BEECH ST ,7,1,Resolved,Complaint,Garbage Rubbish,No,"1745 BEECH ST
St Paul, MN
(44.962195, -93.02691)"
4052719,"THURSDAY, FEBRUARY 19, 2015",732 GERANIUM AVE E,6,5,Transfer to VB,Complaint,Snow Walk,No,"732 GERANIUM AVE E
St Paul, MN
(44.975661, -93.069723)"
4052720,"THURSDAY, FEBRUARY 19, 2015",336 FRONT AVE ,1,6,Resolved,Complaint,Snow Walk,No,"336 FRONT AVE
St Paul, MN
(44.970196, -93.114415)"
4052724,"THURSDAY, FEBRUARY 19, 2015",889 AGATE ST ,5,6,Transfer to VB,Complaint,Snow Walk,No,"889 AGATE ST
St Paul, MN
(44.967849, -93.094197)"
4052729,"THURSDAY, FEBRUARY 19, 2015",795 BUFFALO ST ,5,6,Transfer to VB,Complaint,Snow Walk,No,"795 BUFFALO ST
St Paul, MN
(44.965307, -93.093034)"
4052733,"THURSDAY, FEBRUARY 19, 2015",1195 MINNEHAHA AVE E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1195 MINNEHAHA AVE E
St Paul, MN
(44.963079, -93.049929)"
4052737,"THURSDAY, FEBRUARY 19, 2015",1860 ST CLAIR AVE ,3,14,In Compliance,Complaint,Snow Walk,Yes,"1860 ST CLAIR AVE
St Paul, MN
(44.934279, -93.178722)"
4052739,"THURSDAY, FEBRUARY 19, 2015",11 ROSE AVE E,5,6,In Compliance,Complaint,Exterior,No,"11 ROSE AVE E
St Paul, MN
(44.976486, -93.100857)"
4052740,"THURSDAY, FEBRUARY 19, 2015",582 FOREST ST ,7,4,Resolved,Complaint,Snow Walk,No,"582 FOREST ST
St Paul, MN
(44.958865, -93.060974)"
4052741,"THURSDAY, FEBRUARY 19, 2015",663 LAFOND AVE ,1,7,Under Review,Complaint,Garbage Rubbish,No,"663 LAFOND AVE
St Paul, MN
(44.960241, -93.12812)"
4052742,"THURSDAY, FEBRUARY 19, 2015",1159 REANEY AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"1159 REANEY AVE
St Paul, MN
(44.963999, -93.051533)"
4052743,"THURSDAY, FEBRUARY 19, 2015",Lawson between albamarle and woodbridge street,,,Resolved,Complaint,Park/Playground,No,"Lawson between albamarle and woodbridge street
St Paul, MN
"
4052744,"THURSDAY, FEBRUARY 19, 2015",1359 ARLINGTON AVE E,6,2,In Compliance,Complaint,Snow Walk,No,"1359 ARLINGTON AVE E
St Paul, MN
(44.984777, -93.042826)"
4052745,"THURSDAY, FEBRUARY 19, 2015",593 WHITE BEAR AVE N,7,1,Resolved,Complaint,Snow Walk,No,"593 WHITE BEAR AVE N
St Paul, MN
(44.959251, -93.025285)"
4052746,"THURSDAY, FEBRUARY 19, 2015",60 GERANIUM AVE E,5,6,In Compliance,Complaint,Interior,No,"60 GERANIUM AVE E
St Paul, MN
(44.975593, -93.098295)"
4052748,"THURSDAY, FEBRUARY 19, 2015",1594 BLAIR AVE ,4,11,Resolved,Complaint,Snow Walk,No,"1594 BLAIR AVE
St Paul, MN
(44.961066, -93.167839)"
4052749,"THURSDAY, FEBRUARY 19, 2015",1600 BLAIR AVE ,4,11,Resolved,Complaint,Snow Walk,No,"1600 BLAIR AVE
St Paul, MN
(44.961068, -93.168027)"
4052752,"THURSDAY, FEBRUARY 19, 2015",641 FAIRVIEW AVE N,4,11,Resolved,Complaint,Snow Walk,No,"641 FAIRVIEW AVE N
St Paul, MN
(44.960776, -93.177264)"
4052754,"THURSDAY, FEBRUARY 19, 2015",1801 MINNEHAHA AVE W,4,11,Resolved,Complaint,Snow Walk,No,"1801 MINNEHAHA AVE W
St Paul, MN
(44.962878, -93.176293)"
4052755,"THURSDAY, FEBRUARY 19, 2015",1783 MINNEHAHA AVE W,4,11,Resolved,Complaint,Snow Walk,No,"1783 MINNEHAHA AVE W
St Paul, MN
(44.962879, -93.175599)"
4052758,"THURSDAY, FEBRUARY 19, 2015",792 JESSAMINE AVE E,6,5,Transfer to VB,Complaint,Snow Walk,No,"792 JESSAMINE AVE E
St Paul, MN
(44.974803, -93.066968)"
4052759,"THURSDAY, FEBRUARY 19, 2015",1196 FARRINGTON ST ,5,6,Resolved,Complaint,Garbage Rubbish,No,"1196 FARRINGTON ST
St Paul, MN
(44.977164, -93.113563)"
4052761,"THURSDAY, FEBRUARY 19, 2015",1196 FARRINGTON ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1196 FARRINGTON ST
St Paul, MN
(44.977164, -93.113563)"
4052762,"THURSDAY, FEBRUARY 19, 2015",962 ARCADE ST ,6,5,Transfer to VB,Complaint,Snow Walk,No,"962 ARCADE ST
St Paul, MN
(44.9705, -93.065981)"
4052765,"THURSDAY, FEBRUARY 19, 2015",756 CENTRAL AVE W,1,8,In Compliance,Complaint,Garbage Rubbish,No,"756 CENTRAL AVE W
St Paul, MN
(44.953028, -93.132237)"
4052767,"THURSDAY, FEBRUARY 19, 2015",956 GERANIUM AVE E,6,5,Transfer to VB,Complaint,Snow Walk,No,"956 GERANIUM AVE E
St Paul, MN
(44.975717, -93.060074)"
4052768,"THURSDAY, FEBRUARY 19, 2015",270 BURGESS ST ,1,6,In Compliance,Complaint,Garbage Rubbish,No,"270 BURGESS ST
St Paul, MN
(44.968407, -93.111614)"
4052769,"THURSDAY, FEBRUARY 19, 2015",619 REANEY AVE ,6,5,Resolved,FYI - No Response Required,Parking,No,"619 REANEY AVE
St Paul, MN
(44.963898, -93.074542)"
4052770,"THURSDAY, FEBRUARY 19, 2015",288 BURGESS ST ,1,6,In Compliance,Complaint,Garbage Rubbish,No,"288 BURGESS ST
St Paul, MN
(44.968404, -93.112255)"
4052772,"THURSDAY, FEBRUARY 19, 2015",832 MAGNOLIA AVE E,6,5,Resolved,Complaint,Dumping,No,"832 MAGNOLIA AVE E
St Paul, MN
(44.973908, -93.065318)"
4052773,"THURSDAY, FEBRUARY 19, 2015",1183 BUSH AVE ,6,4,Resolved,Complaint,Garbage Rubbish,No,"1183 BUSH AVE
St Paul, MN
(44.964908, -93.050466)"
4052774,"THURSDAY, FEBRUARY 19, 2015",941 ALBEMARLE ST ,1,6,Resolved,Complaint,Dumping,No,"941 ALBEMARLE ST
St Paul, MN
(44.969524, -93.107235)"
4052776,"THURSDAY, FEBRUARY 19, 2015",932 GALTIER ST ,1,6,In Compliance,Complaint,Garbage Rubbish,No,"932 GALTIER ST
St Paul, MN
(44.969328, -93.111018)"
4052778,"THURSDAY, FEBRUARY 19, 2015",1232 ALBEMARLE ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1232 ALBEMARLE ST
St Paul, MN
(44.978308, -93.107192)"
4052780,"THURSDAY, FEBRUARY 19, 2015",430 MINNEHAHA AVE W,1,7,Resolved,Complaint,Snow Walk,No,"430 MINNEHAHA AVE W
St Paul, MN
(44.962961, -93.118216)"
4052783,"THURSDAY, FEBRUARY 19, 2015",416 MINNEHAHA AVE W,1,7,Resolved,Complaint,Snow Walk,No,"416 MINNEHAHA AVE W
St Paul, MN
(44.962961, -93.117751)"
4052785,"THURSDAY, FEBRUARY 19, 2015",925 MARION ST ,1,6,Resolved,Complaint,Garbage Rubbish,No,"925 MARION ST
St Paul, MN
(44.969251, -93.109759)"
4052786,"THURSDAY, FEBRUARY 19, 2015",1720 NEBRASKA AVE E,6,2,In Compliance,Complaint,Snow Walk,No,"1720 NEBRASKA AVE E
St Paul, MN
(44.986543, -93.027577)"
4052788,"THURSDAY, FEBRUARY 19, 2015",942 GALTIER ST ,1,6,Resolved,Complaint,Garbage Rubbish,No,"942 GALTIER ST
St Paul, MN
(44.969603, -93.11102)"
4052789,"THURSDAY, FEBRUARY 19, 2015",1004 MINNEHAHA AVE W,1,7,Resolved,FYI - No Response Required,Opinion,No,"1004 MINNEHAHA AVE W
St Paul, MN
(44.962988, -93.142675)"
4052790,"THURSDAY, FEBRUARY 19, 2015",1726 NEBRASKA AVE E,6,2,In Compliance,Complaint,Snow Walk,No,"1726 NEBRASKA AVE E
St Paul, MN
(44.986543, -93.027407)"
4052791,"THURSDAY, FEBRUARY 19, 2015",1489 FARRINGTON ST ,5,6,In Compliance,Complaint,Garbage Rubbish,No,"1489 FARRINGTON ST
St Paul, MN
(44.986023, -93.113517)"
4052794,"THURSDAY, FEBRUARY 19, 2015",1597 ST ALBANS ST N,5,10,In Compliance,Complaint,Garbage Rubbish,No,"1597 ST ALBANS ST N
St Paul, MN
(44.989326, -93.128701)"
4052796,"THURSDAY, FEBRUARY 19, 2015",710 LARPENTEUR AVE W,5,10,In Compliance,Complaint,Vehicle/Abandoned,No,"710 LARPENTEUR AVE W
St Paul, MN
(44.991782, -93.129943)"
4052799,"THURSDAY, FEBRUARY 19, 2015",733 COOK AVE E,6,5,Resolved,Complaint,Vehicle/Abandoned,No,"733 COOK AVE E
St Paul, MN
(44.972973, -93.069723)"
4052801,"THURSDAY, FEBRUARY 19, 2015",1066 THOMAS AVE ,1,7,Transfer to VB,Complaint,Snow Walk,No,"1066 THOMAS AVE
St Paul, MN
(44.959372, -93.145276)"
4052803,"THURSDAY, FEBRUARY 19, 2015",653 WESTERN AVE N,1,7,Under Review,Complaint,Snow Walk,No,"653 WESTERN AVE N
St Paul, MN
(44.960925, -93.116134)"
4052804,"THURSDAY, FEBRUARY 19, 2015",400 SELBY AVE ,1,8,Resolved,Complaint,Street Maintenance,No,"400 SELBY AVE
St Paul, MN
(44.946579, -93.117689)"
4052805,"THURSDAY, FEBRUARY 19, 2015",946 WESTERN AVE N,1,6,Transfer to VB,Complaint,Snow Walk,No,"946 WESTERN AVE N
St Paul, MN
(44.969741, -93.116104)"
4052848,"THURSDAY, FEBRUARY 19, 2015",1002 BRADLEY ST ,5,5,Resolved,Complaint,Dumping,No,"1002 BRADLEY ST
St Paul, MN
(44.972036, -93.078598)"
4052852,"THURSDAY, FEBRUARY 19, 2015",891 ROSE AVE E,6,5,Resolved,Complaint,Shut Off,No,"891 ROSE AVE E
St Paul, MN
(44.976628, -93.062804)"
4052854,"THURSDAY, FEBRUARY 19, 2015",726 COTTAGE AVE E,6,5,Transferred - Closed,Complaint,Shut Off,No,"726 COTTAGE AVE E
St Paul, MN
(44.98288, -93.069937)"
4052868,"THURSDAY, FEBRUARY 19, 2015",597 GERANIUM AVE E,6,5,Resolved,Complaint,Certificate of Occupancy,No,"597 GERANIUM AVE E
St Paul, MN
(44.975632, -93.075188)"
4052882,"THURSDAY, FEBRUARY 19, 2015",116 LAWSON AVE E,5,6,In Compliance,Complaint,Snow Walk,No,"116 LAWSON AVE E
St Paul, MN
(44.971968, -93.09559)"
4052886,"THURSDAY, FEBRUARY 19, 2015",394 KENNARD ST ,7,1,Resolved,Complaint,Vehicle/Abandoned,No,"394 KENNARD ST
St Paul, MN
(44.953362, -93.030362)"
4052890,"THURSDAY, FEBRUARY 19, 2015",179 MARIA AVE ,7,4,Resolved,Complaint,Snow Walk,No,"179 MARIA AVE
St Paul, MN
(44.95091, -93.065982)"
4052895,"THURSDAY, FEBRUARY 19, 2015",926 AURORA AVE ,1,8,In Compliance,Complaint,Garbage Rubbish,No,"926 AURORA AVE
St Paul, MN
(44.954847, -93.139354)"
4052898,"THURSDAY, FEBRUARY 19, 2015",923 IGLEHART AVE ,1,8,In Compliance,Complaint,Garbage Rubbish,No,"923 IGLEHART AVE
St Paul, MN
(44.949436, -93.139197)"
4052902,"THURSDAY, FEBRUARY 19, 2015",336 FULLER AVE ,1,8,Resolved,Complaint,Garbage Rubbish,No,"336 FULLER AVE
St Paul, MN
(44.953966, -93.114157)"
4052903,"THURSDAY, FEBRUARY 19, 2015",1054 BURR ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"1054 BURR ST
St Paul, MN
(44.973042, -93.079859)"
4052904,"THURSDAY, FEBRUARY 19, 2015",740 MARSHALL AVE ,1,8,In Compliance,Complaint,Garbage Rubbish,No,"740 MARSHALL AVE
St Paul, MN
(44.948529, -93.131577)"
4052905,"THURSDAY, FEBRUARY 19, 2015",951 DESOTO ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"951 DESOTO ST
St Paul, MN
(44.969848, -93.081159)"
4052906,"THURSDAY, FEBRUARY 19, 2015",694 WILSON AVE ,7,4,In Compliance,Complaint,Certificate of Occupancy,No,"694 WILSON AVE
St Paul, MN
(44.952753, -93.066768)"
4052908,"THURSDAY, FEBRUARY 19, 2015",897 MARSHALL AVE ,1,8,Resolved,Complaint,Dumping,No,"897 MARSHALL AVE
St Paul, MN
(44.948537, -93.137952)"
4052926,"THURSDAY, FEBRUARY 19, 2015",12 WINTHROP ST S,7,1,Resolved,Complaint,Snow Walk,No,"12 WINTHROP ST S
St Paul, MN
(44.940636, -93.009952)"
4052933,"THURSDAY, FEBRUARY 19, 2015",514 THOMAS AVE ,1,7,Under Review,Complaint,Vacant Building Monitoring,No,"514 THOMAS AVE
St Paul, MN
(44.959352, -93.121774)"
4052936,"THURSDAY, FEBRUARY 19, 2015",545 SNELLING AVE N,4,11,Transferred - Closed,Complaint,Certificate of Occupancy,No,"545 SNELLING AVE N
St Paul, MN
(44.957601, -93.16709)"
4052944,"THURSDAY, FEBRUARY 19, 2015",514 THOMAS AVE ,1,7,Transfer to VB,Complaint,Snow Walk,No,"514 THOMAS AVE
St Paul, MN
(44.959352, -93.121774)"
4052950,"THURSDAY, FEBRUARY 19, 2015",418 LAFOND AVE ,1,7,Resolved,Complaint,Dumping,No,"418 LAFOND AVE
St Paul, MN
(44.960263, -93.11769)"
4052977,"THURSDAY, FEBRUARY 19, 2015",1671 HAZEL ST N,6,2,Resolved,Complaint,Garbage Rubbish,No,"1671 HAZEL ST N
St Paul, MN
(44.991651, -93.020124)"
4052985,"THURSDAY, FEBRUARY 19, 2015",686 IGLEHART AVE ,1,8,Resolved,Complaint,Garbage Rubbish,No,"686 IGLEHART AVE
St Paul, MN
(44.949431, -93.129125)"
4052987,"THURSDAY, FEBRUARY 19, 2015",103 ROBIE ST W,2,3,Resolved,Complaint,Animals,No,"103 ROBIE ST W
St Paul, MN
(44.930555, -93.090022)"
4052993,"THURSDAY, FEBRUARY 19, 2015",103 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"103 BATES AVE
St Paul, MN
(44.949448, -93.062908)"
4052994,"THURSDAY, FEBRUARY 19, 2015",109 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"109 BATES AVE
St Paul, MN
(44.949541, -93.06299)"
4052997,"THURSDAY, FEBRUARY 19, 2015",117 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"117 BATES AVE
St Paul, MN
(44.949957, -93.063358)"
4052999,"THURSDAY, FEBRUARY 19, 2015",123 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"123 BATES AVE
St Paul, MN
(44.950056, -93.063446)"
4053002,"THURSDAY, FEBRUARY 19, 2015",125 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"125 BATES AVE
St Paul, MN
(44.950156, -93.063535)"
4053003,"THURSDAY, FEBRUARY 19, 2015",143 BATES AVE ,7,4,Resolved,Complaint,Snow Walk,No,"143 BATES AVE
St Paul, MN
(44.950554, -93.063888)"
4053004,"THURSDAY, FEBRUARY 19, 2015",144 MARIA AVE ,7,4,Resolved,Complaint,Snow Walk,No,"144 MARIA AVE
St Paul, MN
(44.950163, -93.065028)"
4053006,"THURSDAY, FEBRUARY 19, 2015",130 MARIA AVE ,7,4,Resolved,Complaint,Snow Walk,No,"130 MARIA AVE
St Paul, MN
(44.949764, -93.064619)"
4053010,"THURSDAY, FEBRUARY 19, 2015",178 MAPLE ST ,7,4,In Compliance,Complaint,Snow Walk,No,"178 MAPLE ST
St Paul, MN
(44.952391, -93.062437)"
4053012,"THURSDAY, FEBRUARY 19, 2015",877 WILSON AVE ,7,4,Resolved,Complaint,Snow Walk,No,"877 WILSON AVE
St Paul, MN
(44.954035, -93.063637)"
4053015,"THURSDAY, FEBRUARY 19, 2015",433 MENDOTA ST ,7,4,Resolved,Complaint,Snow Walk,No,"433 MENDOTA ST
St Paul, MN
(44.954391, -93.063396)"
4053016,"THURSDAY, FEBRUARY 19, 2015",1943 JAMES AVE ,3,14,In Compliance,Complaint,Snow Walk,No,"1943 JAMES AVE
St Paul, MN
(44.927952, -93.182646)"
4053032,"THURSDAY, FEBRUARY 19, 2015",417 BELVIDERE ST E,2,3,Resolved,Complaint,Garbage Rubbish,No,"417 BELVIDERE ST E
St Paul, MN
(44.92217, -93.068013)"
4053035,"THURSDAY, FEBRUARY 19, 2015",533 SMITH AVE S,2,3,Resolved,Complaint,Garbage Rubbish,No,"533 SMITH AVE S
St Paul, MN
(44.929789, -93.101963)"
4052781,"THURSDAY, FEBRUARY 19, 2015",1232 ALBEMARLE ST ,5,6,Resolved,Complaint,Snow Walk,No,"1232 ALBEMARLE ST
St Paul, MN
(44.978308, -93.107192)"
4052917,"THURSDAY, FEBRUARY 19, 2015",SW Wabasha & Water,,,Resolved,FYI - No Response Required,Miscellaneous,No,"SW Wabasha &amp; Water
St Paul, MN
"
4053088,"FRIDAY, FEBRUARY 20, 2015",685 MAGNOLIA AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"685 MAGNOLIA AVE E
St Paul, MN
(44.973873, -93.071511)"
4053090,"FRIDAY, FEBRUARY 20, 2015",1042 4TH ST E,7,4,Resolved,Complaint,Garbage Rubbish,No,"1042 4TH ST E
St Paul, MN
(44.958543, -93.05662)"
4053091,"FRIDAY, FEBRUARY 20, 2015",702 BRADLEY ST ,5,5,Transfer to VB,Complaint,Snow Walk,No,"702 BRADLEY ST
St Paul, MN
(44.962347, -93.078448)"
4053094,"FRIDAY, FEBRUARY 20, 2015",975 REANEY AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"975 REANEY AVE
St Paul, MN
(44.96398, -93.05943)"
4053095,"FRIDAY, FEBRUARY 20, 2015",856 CASE AVE ,6,5,Transfer to VB,Complaint,Snow Walk,No,"856 CASE AVE
St Paul, MN
(44.970312, -93.064407)"
4053097,"FRIDAY, FEBRUARY 20, 2015",987 REANEY AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"987 REANEY AVE
St Paul, MN
(44.96398, -93.05904)"
4053098,"FRIDAY, FEBRUARY 20, 2015",390 FRY ST ,4,13,Transfer to VB,Complaint,Snow Walk,No,"390 FRY ST
St Paul, MN
(44.953016, -93.169614)"
4053100,"FRIDAY, FEBRUARY 20, 2015",1068 EARL ST ,6,5,Transfer to VB,Complaint,Snow Walk,No,"1068 EARL ST
St Paul, MN
(44.973572, -93.055793)"
4053105,"FRIDAY, FEBRUARY 20, 2015",1024 JESSIE ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"1024 JESSIE ST
St Paul, MN
(44.972143, -93.077328)"
4053110,"FRIDAY, FEBRUARY 20, 2015",706 BLAIR AVE ,1,7,Transfer to VB,Complaint,Snow Walk,No,"706 BLAIR AVE
St Paul, MN
(44.961156, -93.130022)"
4053113,"FRIDAY, FEBRUARY 20, 2015",970 REANEY AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"970 REANEY AVE
St Paul, MN
(44.96398, -93.059627)"
4053114,"FRIDAY, FEBRUARY 20, 2015",757 CASE AVE ,6,5,Resolved,Complaint,Garbage Rubbish,No,"757 CASE AVE
St Paul, MN
(44.970288, -93.068571)"
4053117,"FRIDAY, FEBRUARY 20, 2015",1179 SEMINARY AVE ,4,11,Transfer to VB,Complaint,Snow Walk,No,"1179 SEMINARY AVE
St Paul, MN
(44.96479, -93.149954)"
4053119,"FRIDAY, FEBRUARY 20, 2015",1052 ROSS AVE ,6,4,In Compliance,Complaint,Certificate of Occupancy,No,"1052 ROSS AVE
St Paul, MN
(44.965794, -93.056269)"
4053123,"FRIDAY, FEBRUARY 20, 2015",1151 ROSS AVE ,6,4,Resolved,Complaint,Garbage Rubbish,No,"1151 ROSS AVE
St Paul, MN
(44.965799, -93.051887)"
4053125,"FRIDAY, FEBRUARY 20, 2015",919 LAWSON AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"919 LAWSON AVE E
St Paul, MN
(44.97211, -93.061701)"
4053128,"FRIDAY, FEBRUARY 20, 2015",1455 MINNEHAHA AVE E,7,2,Transferred - Closed,Complaint,Certificate of Occupancy,No,"1455 MINNEHAHA AVE E
St Paul, MN
(44.963107, -93.03869)"
4053131,"FRIDAY, FEBRUARY 20, 2015",1660 JESSAMINE AVE E,6,2,Resolved,Complaint,Garbage Rubbish,No,"1660 JESSAMINE AVE E
St Paul, MN
(44.974814, -93.030231)"
4053136,"FRIDAY, FEBRUARY 20, 2015",735 COOK AVE E,6,5,Resolved,Complaint,Exterior,No,"735 COOK AVE E
St Paul, MN
(44.972974, -93.069563)"
4053139,"FRIDAY, FEBRUARY 20, 2015",1047 FREMONT AVE ,7,4,Resolved,Complaint,Garbage Rubbish,No,"1047 FREMONT AVE
St Paul, MN
(44.957655, -93.056314)"
4053142,"FRIDAY, FEBRUARY 20, 2015",1049 BRADLEY ST ,5,5,Resolved,Complaint,Garbage Rubbish,No,"1049 BRADLEY ST
St Paul, MN
(44.972742, -93.0786)"
4053144,"FRIDAY, FEBRUARY 20, 2015",914 THOMAS AVE ,1,7,Transferred - Closed,Complaint,Graffiti,No,"914 THOMAS AVE
St Paul, MN
(44.959326, -93.138708)"
4053150,"FRIDAY, FEBRUARY 20, 2015",33 JESSAMINE AVE E,5,6,Resolved,Complaint,Dumping,No,"33 JESSAMINE AVE E
St Paul, MN
(44.974696, -93.099744)"
4053154,"FRIDAY, FEBRUARY 20, 2015",782 EDMUND AVE ,1,7,Resolved,Complaint,Snow Walk,No,"782 EDMUND AVE
St Paul, MN
(44.958416, -93.133223)"
4053155,"FRIDAY, FEBRUARY 20, 2015",160 MARIA AVE ,7,4,Resolved,FYI - No Response Required,Parking,No,"160 MARIA AVE
St Paul, MN
(44.950488, -93.06538)"
4053161,"FRIDAY, FEBRUARY 20, 2015",994 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"994 REANEY AVE
St Paul, MN
(44.96398, -93.058805)"
4053162,"FRIDAY, FEBRUARY 20, 2015",992 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"992 REANEY AVE
St Paul, MN
(44.96398, -93.0589)"
4053163,"FRIDAY, FEBRUARY 20, 2015",979 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"979 REANEY AVE
St Paul, MN
(44.96398, -93.059236)"
4053164,"FRIDAY, FEBRUARY 20, 2015",988 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"988 REANEY AVE
St Paul, MN
(44.96398, -93.059191)"
4053166,"FRIDAY, FEBRUARY 20, 2015",1056 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"1056 REANEY AVE
St Paul, MN
(44.964003, -93.056085)"
4053168,"FRIDAY, FEBRUARY 20, 2015",1062 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"1062 REANEY AVE
St Paul, MN
(44.964005, -93.055663)"
4053170,"FRIDAY, FEBRUARY 20, 2015",1091 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"1091 REANEY AVE
St Paul, MN
(44.964002, -93.05447)"
4053171,"FRIDAY, FEBRUARY 20, 2015",1116 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"1116 REANEY AVE
St Paul, MN
(44.963999, -93.053516)"
4053173,"FRIDAY, FEBRUARY 20, 2015",1115 REANEY AVE ,7,4,Resolved,Complaint,Snow Walk,No,"1115 REANEY AVE
St Paul, MN
(44.963999, -93.053518)"
4053174,"FRIDAY, FEBRUARY 20, 2015",1145 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1145 ROSS AVE
St Paul, MN
(44.9658, -93.052081)"
4053175,"FRIDAY, FEBRUARY 20, 2015",1155 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1155 ROSS AVE
St Paul, MN
(44.965799, -93.051695)"
4053176,"FRIDAY, FEBRUARY 20, 2015",1136 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1136 ROSS AVE
St Paul, MN
(44.9658, -93.05228)"
4053177,"FRIDAY, FEBRUARY 20, 2015",1139 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1139 ROSS AVE
St Paul, MN
(44.9658, -93.05227)"
4053178,"FRIDAY, FEBRUARY 20, 2015",1120 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1120 ROSS AVE
St Paul, MN
(44.9658, -93.053046)"
4053181,"FRIDAY, FEBRUARY 20, 2015",1151 ROSS AVE ,6,4,Resolved,Complaint,Snow Walk,No,"1151 ROSS AVE
St Paul, MN
(44.965799, -93.051887)"
4053183,"FRIDAY, FEBRUARY 20, 2015",1970 5TH ST E,7,1,Resolved,Complaint,Dumping,No,"1970 5TH ST E
St Paul, MN
(44.959465, -93.017235)"
4053188,"FRIDAY, FEBRUARY 20, 2015",1303 RED ROCK ROAD ,7,1,Open,Complaint,License,No,"1303 RED ROCK ROAD
St Paul, MN
(44.905965, -93.019847)"
4053198,"FRIDAY, FEBRUARY 20, 2015",345 COOK AVE E,5,5,Resolved,Complaint,Dumping,No,"345 COOK AVE E
St Paul, MN
(44.972811, -93.085844)"
4053206,"FRIDAY, FEBRUARY 20, 2015",1073 WALSH ST ,6,5,Resolved,Complaint,Garbage Rubbish,No,"1073 WALSH ST
St Paul, MN
(44.973188, -93.069342)"
4053208,"FRIDAY, FEBRUARY 20, 2015",Syndicate & Sherburne ,,,Resolved,FYI - No Response Required,Parking,No,"Syndicate &amp; Sherburne
St Paul, MN
"
4053209,"FRIDAY, FEBRUARY 20, 2015",652 MAGNOLIA AVE E,6,5,Resolved,Complaint,Garbage Rubbish,No,"652 MAGNOLIA AVE E
St Paul, MN
(44.973857, -93.072918)"
4053210,"FRIDAY, FEBRUARY 20, 2015",2350 HAMPDEN AVE ,4,12,Resolved,Complaint,Certificate of Occupancy,No,"2350 HAMPDEN AVE
St Paul, MN
(44.968647, -93.196437)"
4053212,"FRIDAY, FEBRUARY 20, 2015",871 CASE AVE ,6,5,Resolved,Complaint,Exterior,No,"871 CASE AVE
St Paul, MN
(44.970314, -93.063788)"
